id,latitude,longitude,images,marineLife,maximumDepth,title,travelUrl,types
11831,-75.0956327285438,163.87207031250003,,,,,,
13438,-62.98206066171223,-60.55801391601563,,,,,,
1183,-42.824711466297344,-64.88061904907227,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d9/58/d9580c1685465e75a8d9688bc4f7ac26.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/eb/43/6b/2913/c83opt-38-fd-38fd2aa44e5916e6ee8f013d9fd3dd4f.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/55/e2/55e2633a58da5c9c3cffc509994a9a27.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/92/80/5e/cb11/c83opt-df-30-df30a15ae832c6ac14a76d9d5bcdb4d6.jpg'}]",[],,Loberia Punta Loma,/dive-site/argentina/loberia-punta-loma/,['Reef']
1186,-42.76919491914051,-65.00601768493652,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/7c/61/7c618c7d702c49a7203523e3f972be59.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/d8/10/2a/5eaa/img-7202.JPG'}]",[],,Hundimiento Hu Shun Yu #809,/dive-site/argentina/hundimiento-hu-shun-yu-809/,['Reef']
1187,-42.77410933915149,-65.00970840454102,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/81/1c/811c8e1dfa34937c19909ad64c3b9156.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/6e/3c/c2/b7a4/c83opt-4d-32-4d325de46b5b8f3693a0ed507993f4db.jpg'}]",[],,Hundimiento Urabain,/dive-site/argentina/hundimiento-urabain/,['Reef']
1188,-42.78053530000889,-64.96936798095703,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/b8/49/b849f49db036c819337141295c21a758.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ee/b0/8f/22bb/bucea-hoy-miralles-53.JPG'}]",[],,Hundimiento Miralles,/dive-site/argentina/hundimiento-miralles/,['Reef']
1189,-42.772156218916564,-65.00988006591795,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/61/b4/61b4336f84c27277441fa7ac63e32ac0.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/7f/51/6a/0117/c83opt-04-01-040126c3d037be786da3f616dc487635.jpg'}]",[],,Hundimiento Albatros,/dive-site/argentina/hundimiento-albatros/,['Reef']
1190,-42.79436145417295,-64.94211673736572,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c1/4b/c14bf8676068d4a62686dc5c82eaaa99.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/e7/92/6e/a750/c83opt-43-29-4329bdd78fbf100c9ab3f8f39d5d60b5.jpg'}]",[],,Naufragio Folias,/dive-site/argentina/naufragio-folias/,"['Beach', 'Reef']"
1192,-42.777763398679184,-64.99855041503906,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/62/d4/62d49f534da5ba77311f67649130bfb9.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/77/a0/5a/ac7d/c83opt-74-f0-74f0a4a46d05192ebd38648e3321b293.jpg'}]",[],,Punta Cuevas,/dive-site/argentina/punta-cuevas/,['Reef']
1193,-42.7345308888639,-65.03077983856201,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/19/ba/19baa6e5eac312e06c7c12a2a72db4c9.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/03/f9/cd/ae90/c83opt-d8-63-d8630a03052a529aef25ff17a968f6b1.jpg'}]",[],,Parque las Piedras,/dive-site/argentina/parque-las-piedras/,['Reef']
1194,-42.76544583656446,-65.02288341522217,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/98/90/9890d59c2cc9121727ab66e0c34fa3d4.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/05/8d/87/d280/img-2869.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/7d/81/7d81e2dc7436b9e85c31db8e621bcbde.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/46/de/f0/70e6/img-3518.JPG'}]",[],,Naufragio Emma,/dive-site/argentina/naufragio-emma/,['Reef']
1195,-42.7703605540342,-65.02161741256714,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/4c/ce/4cceeb7204f0822302e92bb6fee031a2.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/3a/3a/e1/f8d4/c83opt-fd-01-fd0125c01ac79f8b12a71df7a25414a5.jpg'}]",[],,Parque Nuevo,/dive-site/argentina/parque-nuevo/,"['Beach', 'Reef']"
4700,-40.886005,-65.037861,,,,,,
6905,-42.76874269788018,-65.03065008748597,,,,,,
6906,-40.814112917300704,-65.09087634112804,,,,,,
6987,-43.005525871322256,147.3251581192017,,,,,,
8273,-41.10629283990614,146.79867267608645,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/8b/d0/8bd0643eac5749856236c4417990d045.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/2d/86/c0/1461/c83opt-71-37-71372563c846ce0e21507822c5425520.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/08/5e/085e11148c9418b6e3801c28e5cba423.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/5e/ef/18/f387/c83opt-18-a1-18a1fa181655643bb654222c3cbac6cd.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/33/66/3366f0d86d93ec9da8812167986f418e.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/85/ee/01/0048/c83opt-6b-f1-6bf12c2cdd1cadef6be88cf5dbadbb49.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/89/10/891026969505f955458a99dfe88879bd.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/c9/ea/94/619d/c83opt-a2-c0-a2c0b7a6c73052de418c5bde687e29e4.jpg'}]",[],"{'FEET': {'value': 131.2336, 'title': 'Feet'}, 'METERS': {'value': 40.0, 'title': 'Meters'}}",Kelso - Boat Ramp,/dive-site/australia/kelso-boat-ramp/,"['Beach', 'Wall', 'River']"
8274,-41.109701,146.817856,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/3d/cb/3dcbbeda6815ab14c34215f2547813ec.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ef/bf/17/46a5/c83opt-3f-ac-3fac6afa508c9fcb31cebaceaa25b733.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d8/b0/d8b0f0d80fea94a251311baf2e050c83.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/7c/bc/cc/daf7/c83opt-50-91-509190d68238e8618d3868cbc9770e59.jpg'}]",[],"{'FEET': {'value': 164.042, 'title': 'Feet'}, 'METERS': {'value': 50.0, 'title': 'Meters'}}",The Monument - George Town,/dive-site/australia/the-monument-george-town/,"['Wall', 'River']"
4256,-41.34492,174.77643,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/3a/23/3a234eaed2e38d71e53041c9c5c8042a.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/4e/0b/6d/50f8/img-5871.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/bd/68/bd68fc3584dc429e7231aea24d5478e2.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/08/1f/e2/c1ef/img-5891.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e4/b5/e4b58b0db1e2e1fc32f12959ff3667de.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/4d/98/fe/2ea7/c83opt-6e-7a-6e7a120fca8b992c964d38f7d95eee1a.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/19/14/1914fc73f2e3ca126150bd09368d6677.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/8c/98/ea/7d5f/c83opt-f4-5b-f45b7318adf32cf4c602c9bd912998ef.jpg'}]",[],"{'FEET': {'value': 52.49344, 'title': 'Feet'}, 'METERS': {'value': 16.0, 'title': 'Meters'}}",Island Bay,/dive-site/new-zealand/island-bay/,"['Beach', 'Reef', 'Wall']"
4258,-41.347916,174.754361,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/2a/c2/2ac2fa9b3311512a15ba1164b9d49ef2.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/d4/e3/86/c931/img-5306.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/59/9b/599b86af06e406dc593a84cece4941fe.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/43/c2/45/c942/img-5311.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/08/12/08122a5e310bc44cea17fb6908929628.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/b3/f0/86/3813/c83opt-5c-6e-5c6ec5aa10b8b70c917748d1b12d2596.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/06/5d06b106de175fab53d002cd19708cc8.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/af/ea/48/057b/c83opt-56-b7-56b72692cbbf6bce7ae911461ee3881e.jpg'}]",[],"{'FEET': {'value': 52.49344, 'title': 'Feet'}, 'METERS': {'value': 16.0, 'title': 'Meters'}}",Owhiro Bay,/dive-site/new-zealand/owhiro-bay/,"['Wreck', 'Beach', 'Reef', 'Ocean']"
4260,-41.292415,174.832478,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d1/06/d106b04831c449c9e795e513e9204a63.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/c1/50/fd/6932/c83opt-3a-1e-3a1e743bc25d66f1bacce138cb503ab0.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e0/78/e0783e824a6294b636eb3e5a8a9256cb.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/81/14/b2/5540/c83opt-47-ad-47ad11d0edb0c4e1ff96e16b06556375.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/f8/07/f807e0b19769ff5326fbd415eaa46e6b.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/b7/6f/91/7483/pc140131-1.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/8f/7e/8f7e95663b1177839008daaea42bfa3b.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/80/cd/8c/11ea/pc140156.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d7/34/d734701b3dfdc49b9dc5c9ea3013e963.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/8c/22/99/0c88/c83opt-7c-69-7c690bf0bbad50839e7aee8a3cfe68f4.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/1f/49/1f495717033c55c967d82d931515fbd2.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/00/44/1d/1c22/c83opt-ee-b4-eeb4aa90854ee773bf32dc959125906f.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/25/06/2506eec91f0b71d82e2ee951cc64987f.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/55/64/12/0245/c83opt-62-88-628887ffbf9e3554b8076e77bb3423f5.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c9/6a/c96af9e70d86e077db823fe09fcf4154.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/0d/a9/56/f049/c83opt-cf-d4-cfd4ac712b6fc5bc6dfadf1ad041da70.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e1/87/e187db95fae0b913e8bef7f93ab74c9e.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/d1/a3/fb/dd1f/c83opt-90-55-90555869d6077e188cbf9341ad698d10.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/89/bb/89bb33f01122bfc10c315bf94652c85f.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/a3/8b/a2/2eff/c83opt-fc-16-fc1695534c614a4715c1fc9ae698a5cb.jpg'}]","['Seahorse', 'Pipefish', 'Octopus']","{'FEET': {'value': 45.93176, 'title': 'Feet'}, 'METERS': {'value': 14.0, 'title': 'Meters'}}",Mahanga Bay,/dive-site/new-zealand/mahanga-bay/,"['Wreck', 'Beach', 'Reef', 'Ocean']"
4472,-41.048709,174.203146,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/bd/28/bd280bb8b7f6cd8dc008f83463fb2d14.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/1a/1c/24/a9b2/c83opt-7d-fa-7dfa373a661602d87ff043fb5337202b.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/59/50/595018fd826e8e963f8c1824e02ca6c0.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/2a/4a/07/f487/c83opt-4c-16-4c160cfbe0aaacd21567034986cf157e.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/a0/f8/a0f82be0673d12079592e85bf617a39f.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/de/76/15/302a/c83opt-da-61-da6158dd82a1c3ccd355124d7ce712a7.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/8d/20/8d20feba33b57d3e7713c421cae474c0.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/de/d9/12/4643/c83opt-cc-3a-cc3ac4181c5211891d92f45e1a40f087.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/66/f9/66f93f92f9ac75a00a86626499c05550.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ac/32/68/c265/c83opt-ff-f2-fff254f4cb2ebec3015b5319321a3591.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/80/ad/80adda4e4aadfbfe04172907e270990c.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/78/4d/1a/08c9/c83opt-7c-9c-7c9cc64949fb54ee66b6c425b7f4e5ed.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/7d/09/7d09c29534d36d7ea77233c1b41cb1e7.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/af/58/25/b080/c83opt-28-5f-285ff1b572d6bac79ebefca997d2688e.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/56/cf/56cf3585793fd7921eecf26e937c5938.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/2f/da/12/a3ad/c83opt-3c-0f-3c0f2bbbe0ce547c89ed12e82be17d62.jpg'}]",[],"{'FEET': {'value': 131.2336, 'title': 'Feet'}, 'METERS': {'value': 40.0, 'title': 'Meters'}}",MS Mikhail Lermontov Wreck,/dive-site/new-zealand/ms-mikhail-lermontov-wreck/,"['Wreck', 'Ocean']"
4578,-41.254871,174.867153,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/79/7c/797c0dd2cd750e01901c44ac4bbc8cbe.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/77/ee/24/3dfd/c83opt-00-79-0079b291ebf44898a06e19904c8ae75f.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/f7/0a/f70a48b6738ce98737e9da68ffb7dab1.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/28/67/46/3c1b/c83opt-f2-1d-f21da8e3176122145a468e746bd1da33.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/1e/4a/1e4a4620ad1e019bb40df66f4499afcc.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/6c/a2/71/2c9e/c83opt-d7-90-d790e6cc4300faa8202df56882a0fd90.jpg'}]",['Nudibranch'],"{'FEET': {'value': 59.05512, 'title': 'Feet'}, 'METERS': {'value': 18.0, 'title': 'Meters'}}",Matiu-Somes Wharf,/dive-site/new-zealand/matiu-somes-wharf/,"['Wreck', 'Beach', 'Muck']"
4580,-41.353,174.78,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c6/6a/c66a6ae4845f708bd21ae16f7f5c3dbd.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/9f/76/ac/1832/19399325-10154861495082172-1743677793611665719-n.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/60/e7/60e761d05939c5f1a851e6f632711a06.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/e2/e5/b4/4205/24291471-1538267719576305-6369269349995513092-o.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/ad/08/ad086ba5def17ea4e6ed2e59f7486be1.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/9c/85/f0/3aa1/f69-078-2.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/a3/4b/a34b6b64162cf1d9ec3e6c94db196758.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/87/0a/76/ac37/c83opt-3d-1e-3d1e66f76c8cef54678bacd9cbb78aa0.jpg'}]","['Pelagic Fish', 'Reef Fish']","{'FEET': {'value': 72.17848, 'title': 'Feet'}, 'METERS': {'value': 22.0, 'title': 'Meters'}}",F69 Wreck,/dive-site/new-zealand/f69-wreck/,"['Wreck', 'Ocean']"
4674,-41.288795,174.834398,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/1a/be/1abecf9aeb5fc1454bb0789c536776fa.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/7c/ff/13/65e2/seahorse-high.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/ca/19/ca191e4b43816954c8be80da49bb1b84.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/26/33/e0/afee/8-dec-013.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/83/3e/833e0f7f387bf1c5657922cfbe9f17c8.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/e2/1d/18/ddb5/8-dec-022.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/9c/ad/9cad6cf9a7d5d768797f1c94f46e1bd4.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/92/1c/a5/24d4/8-dec-038.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d3/76/d376f19ceeb7cf851f941895fa18e137.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/e1/15/e0/5be3/8-dec-037.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/36/f5/36f5bcc9c110edae04f51358834349ac.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/20/44/35/1c34/8-dec-055.JPG'}]","['Seahorse', 'Pipefish', 'Rays', 'Eels', 'Sea urchin', 'Nudibranch', 'Crab']","{'FEET': {'value': 72.17848, 'title': 'Feet'}, 'METERS': {'value': 22.0, 'title': 'Meters'}}",Kau Point,/dive-site/new-zealand/kau-point/,"['Beach', 'Muck', 'Sandy bottom', 'Ocean']"
4675,-41.297372,174.835106,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e4/86/e486e0afbecf240693e8f862c2d97e95.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ff/6b/72/c5f1/8-dec-043.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/bf/10/bf1075994bfc9d1ebede5661a84c8551.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/fb/ef/19/679e/8-dec-024.JPG'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/6d/11/6d11de875be48ad210613fd2a65f6747.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ba/80/c0/ffdc/conger-1.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/2f/d3/2fd3fd1f41de6e65f04b9d6232881684.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/f3/99/8d/030e/img-5376-2.JPG'}]","['Seahorse', 'Eels', 'Nudibranch', 'Octopus', 'Crayfish']","{'FEET': {'value': 26.24672, 'title': 'Feet'}, 'METERS': {'value': 8.0, 'title': 'Meters'}}",Scorching Bay,/dive-site/new-zealand/scorching-bay/,"['Beach', 'Reef', 'Sandy bottom', 'Ocean']"
4682,-41.34579,174.78879,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/6c/7a/6c7a26be12f4cb745c28553f5fc16eb9.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/30/a5/20/6c6b/c83opt-ae-f1-aef192a935dc354bcff5cca208610460.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/b8/9a/b89ad1682ec4f99d2a6e80b5b7cba875.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/93/ba/92/61b4/c83opt-7d-09-7d09ccf288207d2d91f9b3f833db2a75.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/1b/42/1b428958670c64415c5167b5da374864.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/25/46/8c/15da/c83opt-34-8c-348ca91fa05dcfb9a5cf45838dc7279d.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/f6/29/f62914c1e675bf90b17878b5c31b9398.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/be/34/b1/677a/c83opt-bb-bb-bbbb264836aac159601a5d79213a38d6.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/03/da/03da6d9552cd8bcbf221901ae20cb492.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/12/86/01/f6d6/c83opt-df-de-dfde1b773aba9efb98fb81b4e2bc1b03.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/f4/65/f46545664efa67c087a324ea2e42e0a7.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/56/74/a1/e4fe/c83opt-df-8b-df8ba12d09d253178bd1772d23c8c566.jpg'}]","['Scorpionfish', 'Eels', 'Starfish', 'Octopus', 'Lobster', 'Sea anemone', 'Reef Fish']","{'FEET': {'value': 59.05512, 'title': 'Feet'}, 'METERS': {'value': 18.0, 'title': 'Meters'}}",Princess Bay,/dive-site/new-zealand/princess-bay/,"['Beach', 'Reef', 'Sandy bottom', 'Ocean']"
4683,-41.348617,174.762944,"[{'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/38/4d/384db69d38d807d7e3b2874e2703ec6f.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/aa/38/80/0060/150177857-4211325712253006-4432155214995778177-o.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/76/ae/76ae93e5786aa4212a7d3bceb2516020.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/2d/6f/11/e063/c83opt-57-69-5769928cfa6a2e79364697a1a56d6e3f.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/67/fb/67fb23b5ccbccfab2f420a8458b6b566.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/22/8a/fb/d7cf/c83opt-a7-fb-a7fb91ffe9e4a6b9fdb881115f4a04cb.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d8/5b/d85b1b33800796b0128dff93080371ec.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/6a/77/e1/e105/c83opt-e0-45-e04595693f4d9bcb18f528e394b6f717.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c0/27/c027e453067bca6afc34db31abf74eb6.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/71/65/82/6d7a/c83opt-9f-cd-9fcd826b7cbad3464918612db3a2299e.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/fb/a0/fba0e928ba7ad6b923a9641b8f07c383.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/2e/5a/28/aa27/c83opt-be-f9-bef92d421198b65030e08585b4fd1446.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/29/73/2973f154c241124d578b6daed02ad1de.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/ab/95/33/5b84/c83opt-20-37-2037b91965a71e0501df853c9dee6f66.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/7b/ab/7bab29ecee884b7bbcc424afed1fd846.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/7c/4e/87/fcc8/c83opt-5f-8e-5f8e37a178c0229c148f5737b93d9fab.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/a7/00/a7005d9fd1321b32b35e38cb6192daac.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/58/8d/2c/e649/c83opt-1e-9c-1e9cd39835f9fba2b75ff0f40c002525.jpg'}, {'800x800': 'https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c7/d1/c7d1a330c8cc27139feaa36925459d46.webp', 'origin': 'https://d2p1cf6997m1ir.cloudfront.net/media/photos/68/ae/f5/b8d9/c83opt-9b-8a-9b8a35057cb5849065155670adc33e9d.jpg'}]","['Eagle ray', 'Dolphins', 'Moray eel', 'Nudibranch', 'Octopus', 'Crayfish', 'Sea anemone', 'Reef Fish']","{'FEET': {'value': 59.05512, 'title': 'Feet'}, 'METERS': {'value': 18.0, 'title': 'Meters'}}",Mermaids Kitchen,/dive-site/new-zealand/mermaids-kitchen/,"['Beach', 'Reef', 'Sandy bottom', 'Channel', 'Ocean']"
